id,annotation_id,class,order,family,image,ind_id
436,2361,Insecta,Ephemeroptera,Baetidae,11052022_T1_20025419_file29_frame977_box0_r.png,ID4
437,2362,Insecta,Ephemeroptera,Baetidae,11052022_T1_20025419_file29_frame979_box0_r.png,ID4
438,2363,Insecta,Ephemeroptera,Baetidae,11052022_T1_20025419_file29_frame980_box0_r.png,ID4
439,2364,Insecta,Ephemeroptera,Baetidae,11052022_T1_20025419_file29_frame981_box0_r.png,ID4
440,2365,Insecta,Ephemeroptera,Baetidae,11052022_T1_20025419_file29_frame982_box0_r.png,ID4
441,2366,Insecta,Ephemeroptera,Baetidae,11052022_T1_20025419_file29_frame983_box0_r.png,ID4
442,2367,Insecta,Ephemeroptera,Baetidae,11052022_T1_20025419_file29_frame984_box0_r.png,ID4
443,2368,Insecta,Ephemeroptera,Baetidae,11052022_T1_20025419_file29_frame985_box0_r.png,ID4
444,2369,Insecta,Ephemeroptera,Baetidae,11052022_T1_20025419_file29_frame986_box0_r.png,ID4
445,2370,Insecta,Ephemeroptera,Baetidae,11052022_T1_20025419_file29_frame987_box0_r.png,ID4
446,2371,Insecta,Ephemeroptera,Baetidae,11052022_T1_20025419_file29_frame988_box0_r.png,ID4
447,2372,Insecta,Ephemeroptera,Baetidae,11052022_T1_20025419_file29_frame989_box0_r.png,ID4
448,2373,Insecta,Ephemeroptera,Baetidae,11052022_T1_20025419_file29_frame990_box0_r.png,ID4
449,2374,Insecta,Ephemeroptera,Baetidae,11052022_T1_20025419_file29_frame991_box0_r.png,ID4
450,2375,Insecta,Ephemeroptera,Baetidae,11052022_T1_20025419_file29_frame992_box0_r.png,ID4
451,2376,Insecta,Ephemeroptera,Baetidae,11052022_T1_20025419_file29_frame993_box0_r.png,ID4
452,2377,Insecta,Ephemeroptera,Baetidae,11052022_T1_20025419_file29_frame994_box0_r.png,ID4
453,2378,Insecta,Ephemeroptera,Baetidae,11052022_T1_20025419_file29_frame995_box0_r.png,ID4
454,2379,Insecta,Ephemeroptera,Baetidae,11052022_T1_20025419_file29_frame996_box0_r.png,ID4
455,2380,Insecta,Ephemeroptera,Baetidae,11052022_T1_20025419_file29_frame997_box0_r.png,ID4
456,2381,Insecta,Ephemeroptera,Baetidae,11052022_T1_20025419_file29_frame998_box0_r.png,ID4
457,2382,Insecta,Ephemeroptera,Baetidae,11052022_T1_20025419_file44_frame265_box0_r.png,ID5
458,2383,Insecta,Ephemeroptera,Baetidae,11052022_T1_20025419_file44_frame266_box0_r.png,ID5
459,2384,Insecta,Ephemeroptera,Baetidae,11052022_T1_20025419_file44_frame267_box0_r.png,ID5
460,2385,Insecta,Ephemeroptera,Baetidae,11052022_T1_20025419_file44_frame268_box0_r.png,ID5
461,2386,Insecta,Ephemeroptera,Baetidae,11052022_T1_20025419_file44_frame269_box0_r.png,ID5
462,2387,Insecta,Ephemeroptera,Baetidae,11052022_T1_20025419_file44_frame270_box0_r.png,ID5
463,2388,Insecta,Ephemeroptera,Baetidae,11052022_T1_20025419_file44_frame271_box0_r.png,ID5
464,2389,Insecta,Ephemeroptera,Baetidae,11052022_T1_20025419_file44_frame272_box0_r.png,ID5
465,2390,Insecta,Ephemeroptera,Baetidae,11052022_T1_20025419_file44_frame273_box0_r.png,ID5
466,2391,Insecta,Ephemeroptera,Baetidae,11052022_T1_20025419_file44_frame274_box0_r.png,ID5
467,2392,Insecta,Ephemeroptera,Baetidae,11052022_T1_20025419_file53_frame928_box0_r.png,ID6
468,2393,Insecta,Ephemeroptera,Baetidae,11052022_T1_20025419_file53_frame929_box0_r.png,ID6
469,2394,Insecta,Ephemeroptera,Baetidae,11052022_T1_20025419_file53_frame930_box0_r.png,ID6
470,2395,Insecta,Ephemeroptera,Baetidae,11052022_T1_20025419_file53_frame931_box0_r.png,ID6
471,2396,Insecta,Ephemeroptera,Baetidae,11052022_T1_20025419_file53_frame932_box0_r.png,ID6
472,2397,Insecta,Ephemeroptera,Baetidae,11052022_T1_20025419_file53_frame933_box0_r.png,ID6
473,2398,Insecta,Ephemeroptera,Baetidae,11052022_T1_20025419_file53_frame934_box0_r.png,ID6
474,2399,Insecta,Ephemeroptera,Baetidae,11052022_T1_20025419_file53_frame935_box0_r.png,ID6
475,2400,Insecta,Ephemeroptera,Baetidae,11052022_T1_20025419_file53_frame936_box0_r.png,ID6
476,2401,Insecta,Ephemeroptera,Baetidae,11052022_T1_20025419_file54_frame628_box0_r.png,ID7
477,2402,Insecta,Ephemeroptera,Baetidae,11052022_T1_20025419_file54_frame629_box0_r.png,ID7
478,2403,Insecta,Ephemeroptera,Baetidae,11052022_T1_20025419_file54_frame630_box0_r.png,ID7
479,2404,Insecta,Ephemeroptera,Baetidae,11052022_T1_20025419_file54_frame631_box0_r.png,ID7
480,2405,Insecta,Ephemeroptera,Baetidae,11052022_T1_20025419_file54_frame632_box0_r.png,ID7
481,2406,Insecta,Ephemeroptera,Baetidae,11052022_T1_20025419_file54_frame633_box0_r.png,ID7
482,2407,Insecta,Ephemeroptera,Baetidae,11052022_T1_20025419_file54_frame634_box0_r.png,ID7
483,2408,Insecta,Ephemeroptera,Baetidae,11052022_T1_20025419_file54_frame635_box0_r.png,ID7
484,2409,Insecta,Ephemeroptera,Baetidae,11052022_T1_20025419_file54_frame636_box0_r.png,ID7
485,2410,Insecta,Ephemeroptera,Baetidae,11052022_T1_20025419_file54_frame637_box0_r.png,ID7
486,2411,Insecta,Ephemeroptera,Baetidae,11052022_T1_20025419_file54_frame638_box0_r.png,ID7
487,2412,Insecta,Ephemeroptera,Baetidae,11052022_T1_20025419_file58_frame419_box3_r.png,ID8
488,2413,Insecta,Ephemeroptera,Baetidae,11052022_T1_20025419_file58_frame420_box6_r.png,ID8
489,2414,Insecta,Ephemeroptera,Baetidae,11052022_T1_20025419_file58_frame421_box4_r.png,ID8
490,2415,Insecta,Ephemeroptera,Baetidae,11052022_T1_20025419_file58_frame422_box4_r.png,ID8
491,2416,Insecta,Ephemeroptera,Baetidae,11052022_T1_20025419_file58_frame423_box4_r.png,ID8
492,2417,Insecta,Ephemeroptera,Baetidae,11052022_T1_20025419_file58_frame424_box3_r.png,ID8
493,2418,Insecta,Ephemeroptera,Baetidae,11052022_T1_20025419_file58_frame425_box2_r.png,ID8
494,2419,Insecta,Ephemeroptera,Baetidae,11052022_T1_20025419_file58_frame426_box2_r.png,ID8
495,2420,Insecta,Ephemeroptera,Baetidae,11052022_T1_20025419_file58_frame427_box1_r.png,ID8
496,2421,Insecta,Ephemeroptera,Baetidae,11052022_T1_20025419_file58_frame428_box2_r.png,ID8
497,2422,Insecta,Ephemeroptera,Baetidae,11052022_T1_20025419_file58_frame429_box2_r.png,ID8
498,2423,Insecta,Ephemeroptera,Baetidae,11052022_T1_20025419_file58_frame430_box2_r.png,ID8
499,2424,Insecta,Ephemeroptera,Baetidae,11052022_T1_20025419_file58_frame431_box3_r.png,ID8
500,2425,Insecta,Ephemeroptera,Baetidae,11052022_T1_20025419_file58_frame432_box3_r.png,ID8
501,2426,Insecta,Ephemeroptera,Baetidae,11052022_T1_20025419_file58_frame433_box4_r.png,ID8
502,2427,Insecta,Ephemeroptera,Baetidae,11052022_T1_20025419_file60_frame577_box4_r.png,ID9
503,2428,Insecta,Ephemeroptera,Baetidae,11052022_T1_20025419_file60_frame578_box4_r.png,ID9
504,2429,Insecta,Ephemeroptera,Baetidae,11052022_T1_20025419_file60_frame579_box1_r.png,ID9
505,2430,Insecta,Ephemeroptera,Baetidae,11052022_T1_20025419_file60_frame580_box1_r.png,ID9
506,2431,Insecta,Ephemeroptera,Baetidae,11052022_T1_20025419_file60_frame581_box0_r.png,ID9
507,2432,Insecta,Ephemeroptera,Baetidae,11052022_T1_20025419_file60_frame582_box1_r.png,ID9
508,2433,Insecta,Ephemeroptera,Baetidae,11052022_T1_20025419_file60_frame583_box2_r.png,ID9
509,2434,Insecta,Ephemeroptera,Baetidae,11052022_T1_20025419_file60_frame584_box0_r.png,ID9
510,2435,Insecta,Ephemeroptera,Baetidae,11052022_T1_20025419_file60_frame585_box0_r.png,ID9
511,2436,Insecta,Ephemeroptera,Baetidae,11052022_T1_20025419_file60_frame585_box6_r.png,ID10
512,2437,Insecta,Ephemeroptera,Baetidae,11052022_T1_20025419_file60_frame586_box7_r.png,ID10
513,2438,Insecta,Ephemeroptera,Baetidae,11052022_T1_20025419_file60_frame587_box6_r.png,ID10
514,2439,Insecta,Ephemeroptera,Baetidae,11052022_T1_20025419_file60_frame588_box1_r.png,ID9
515,2440,Insecta,Ephemeroptera,Baetidae,11052022_T1_20025419_file60_frame588_box6_r.png,ID10
516,2441,Insecta,Ephemeroptera,Baetidae,11052022_T1_20025419_file60_frame589_box1_r.png,ID9
517,2442,Insecta,Ephemeroptera,Baetidae,11052022_T1_20025419_file60_frame589_box6_r.png,ID10
518,2443,Insecta,Ephemeroptera,Baetidae,11052022_T1_20025419_file60_frame590_box1_r.png,ID9
519,2444,Insecta,Ephemeroptera,Baetidae,11052022_T1_20025419_file68_frame121_box0_r.png,ID11
520,2445,Insecta,Ephemeroptera,Baetidae,11052022_T1_20025419_file68_frame122_box0_r.png,ID11
521,2446,Insecta,Ephemeroptera,Baetidae,11052022_T1_20025419_file68_frame123_box0_r.png,ID11
522,2447,Insecta,Ephemeroptera,Baetidae,11052022_T1_20025419_file68_frame124_box0_r.png,ID11
523,2448,Insecta,Ephemeroptera,Baetidae,11052022_T1_20025419_file68_frame125_box0_r.png,ID11
524,2449,Insecta,Ephemeroptera,Baetidae,11052022_T1_20025419_file68_frame126_box0_r.png,ID11
525,2450,Insecta,Ephemeroptera,Baetidae,11052022_T1_20025419_file68_frame127_box0_r.png,ID11
526,2451,Insecta,Ephemeroptera,Baetidae,11052022_T1_20025419_file68_frame128_box0_r.png,ID11
527,2452,Insecta,Ephemeroptera,Baetidae,11052022_T1_20025419_file68_frame129_box0_r.png,ID11
528,2453,Insecta,Ephemeroptera,Baetidae,11052022_T1_20025419_file68_frame130_box0_r.png,ID11
529,2454,Insecta,Ephemeroptera,Baetidae,11052022_T1_20025419_file68_frame131_box0_r.png,ID11
530,2455,Insecta,Ephemeroptera,Baetidae,11052022_T1_20025419_file68_frame132_box0_r.png,ID11
531,2456,Insecta,Ephemeroptera,Baetidae,11052022_T1_20025419_file68_frame133_box0_r.png,ID11
532,2457,Insecta,Ephemeroptera,Baetidae,11052022_T1_20025419_file68_frame134_box0_r.png,ID11
533,2458,Insecta,Ephemeroptera,Baetidae,11052022_T2_20025419_file03_frame765_box0_r.png,ID12
534,2459,Insecta,Ephemeroptera,Baetidae,11052022_T2_20025419_file03_frame766_box0_r.png,ID12
535,2460,Insecta,Ephemeroptera,Baetidae,11052022_T2_20025419_file03_frame767_box0_r.png,ID12
536,2461,Insecta,Ephemeroptera,Baetidae,11052022_T2_20025419_file03_frame768_box0_r.png,ID12
537,2462,Insecta,Ephemeroptera,Baetidae,11052022_T2_20025419_file03_frame769_box0_r.png,ID12
538,2463,Insecta,Ephemeroptera,Baetidae,11052022_T2_20025419_file03_frame770_box0_r.png,ID12
539,2464,Insecta,Ephemeroptera,Baetidae,11052022_T2_20025419_file03_frame771_box0_r.png,ID12
540,2465,Insecta,Ephemeroptera,Baetidae,11052022_T2_20025419_file03_frame776_box0_r.png,ID12
541,2466,Insecta,Ephemeroptera,Baetidae,11052022_T2_20025419_file03_frame777_box0_r.png,ID12
542,2467,Insecta,Ephemeroptera,Baetidae,11052022_T2_20025419_file19_frame354_box0_r.png,ID13
543,2468,Insecta,Ephemeroptera,Baetidae,11052022_T2_20025419_file19_frame355_box0_r.png,ID13
544,2469,Insecta,Ephemeroptera,Baetidae,11052022_T2_20025419_file19_frame356_box0_r.png,ID13
545,2470,Insecta,Ephemeroptera,Baetidae,11052022_T2_20025419_file19_frame357_box0_r.png,ID13
546,2471,Insecta,Ephemeroptera,Baetidae,11052022_T2_20025419_file19_frame358_box0_r.png,ID13
547,2472,Insecta,Ephemeroptera,Baetidae,11052022_T2_20025419_file19_frame359_box0_r.png,ID13
548,2473,Insecta,Ephemeroptera,Baetidae,11052022_T2_20025419_file19_frame360_box0_r.png,ID13
549,2474,Insecta,Ephemeroptera,Baetidae,11052022_T2_20025419_file19_frame361_box0_r.png,ID13
550,2475,Insecta,Ephemeroptera,Baetidae,11052022_T2_20025419_file19_frame362_box0_r.png,ID13
551,2476,Insecta,Ephemeroptera,Baetidae,11052022_T2_20025419_file19_frame363_box0_r.png,ID13
552,2477,Insecta,Ephemeroptera,Baetidae,11052022_T2_20025419_file19_frame364_box0_r.png,ID13
553,2478,Insecta,Ephemeroptera,Baetidae,11052022_T2_20025419_file19_frame365_box0_r.png,ID13
554,2479,Insecta,Ephemeroptera,Baetidae,11052022_T2_20025419_file19_frame366_box0_r.png,ID13
555,2480,Insecta,Ephemeroptera,Baetidae,11052022_T2_20025419_file19_frame367_box0_r.png,ID13
556,2481,Insecta,Ephemeroptera,Baetidae,11052022_T2_20025419_file19_frame368_box0_r.png,ID13
557,2482,Insecta,Ephemeroptera,Baetidae,11052022_T2_20025419_file19_frame369_box0_r.png,ID13
558,2483,Insecta,Ephemeroptera,Baetidae,11052022_T2_20025419_file19_frame978_box1_r.png,ID14
559,2484,Insecta,Ephemeroptera,Baetidae,11052022_T2_20025419_file19_frame979_box1_r.png,ID14
560,2485,Insecta,Ephemeroptera,Baetidae,11052022_T2_20025419_file19_frame980_box1_r.png,ID14
561,2486,Insecta,Ephemeroptera,Baetidae,11052022_T2_20025419_file19_frame981_box1_r.png,ID14
562,2487,Insecta,Ephemeroptera,Baetidae,11052022_T2_20025419_file19_frame988_box0_r.png,ID14
563,2488,Insecta,Ephemeroptera,Baetidae,11052022_T2_20025419_file19_frame989_box0_r.png,ID14
564,2489,Insecta,Ephemeroptera,Baetidae,11052022_T2_20025419_file19_frame990_box1_r.png,ID14
565,2490,Insecta,Ephemeroptera,Baetidae,11052022_T2_20025419_file19_frame991_box0_r.png,ID14
566,2491,Insecta,Ephemeroptera,Baetidae,11052022_T2_20025419_file19_frame992_box1_r.png,ID14
567,2492,Insecta,Ephemeroptera,Baetidae,11052022_T2_20025419_file19_frame993_box1_r.png,ID14
568,2493,Insecta,Ephemeroptera,Baetidae,11052022_T2_20025419_file19_frame994_box1_r.png,ID14
569,2494,Insecta,Ephemeroptera,Baetidae,11052022_T2_20025419_file19_frame995_box1_r.png,ID14
570,2495,Insecta,Ephemeroptera,Baetidae,11052022_T2_20025419_file19_frame996_box1_r.png,ID14
571,2496,Insecta,Ephemeroptera,Baetidae,11052022_T2_20025419_file19_frame998_box1_r.png,ID14
572,2497,Insecta,Ephemeroptera,Baetidae,11052022_T2_20025419_file19_frame999_box1_r.png,ID14
573,2498,Insecta,Ephemeroptera,Baetidae,11052022_T4_20025419_file14_frame448_box5_r.png,ID15
574,2499,Insecta,Ephemeroptera,Baetidae,11052022_T4_20025419_file14_frame449_box2_r.png,ID15
575,2500,Insecta,Ephemeroptera,Baetidae,11052022_T4_20025419_file14_frame450_box3_r.png,ID15
576,2501,Insecta,Ephemeroptera,Baetidae,11052022_T4_20025419_file14_frame451_box5_r.png,ID15
577,2502,Insecta,Ephemeroptera,Baetidae,11052022_T4_20025419_file14_frame452_box6_r.png,ID15
578,2503,Insecta,Ephemeroptera,Baetidae,11052022_T4_20025419_file14_frame453_box9_r.png,ID15
579,2504,Insecta,Ephemeroptera,Baetidae,11052022_T4_20025419_file14_frame454_box12_r.png,ID15
580,2505,Insecta,Ephemeroptera,Baetidae,11052022_T4_20025419_file14_frame455_box10_r.png,ID15
581,2506,Insecta,Ephemeroptera,Baetidae,11052022_T4_20025419_file14_frame456_box5_r.png,ID15
582,2507,Insecta,Ephemeroptera,Baetidae,11052022_T4_20025419_file14_frame457_box6_r.png,ID15
583,2508,Insecta,Ephemeroptera,Baetidae,11052022_T4_20025419_file14_frame459_box7_r.png,ID15
584,2509,Insecta,Ephemeroptera,Baetidae,11052022_T4_20025419_file14_frame460_box5_r.png,ID15
585,2510,Insecta,Ephemeroptera,Baetidae,11052022_T4_20025419_file14_frame556_box2_r.png,ID16
586,2511,Insecta,Ephemeroptera,Baetidae,11052022_T4_20025419_file14_frame557_box2_r.png,ID16
587,2512,Insecta,Ephemeroptera,Baetidae,11052022_T4_20025419_file14_frame558_box2_r.png,ID16
588,2513,Insecta,Ephemeroptera,Baetidae,11052022_T4_20025419_file14_frame559_box4_r.png,ID16
589,2514,Insecta,Ephemeroptera,Baetidae,11052022_T4_20025419_file14_frame560_box3_r.png,ID16
590,2515,Insecta,Ephemeroptera,Baetidae,11052022_T4_20025419_file14_frame561_box4_r.png,ID16
591,2516,Insecta,Ephemeroptera,Baetidae,11052022_T4_20025419_file14_frame562_box3_r.png,ID16
592,2517,Insecta,Ephemeroptera,Baetidae,11052022_T4_20025419_file14_frame563_box7_r.png,ID16
593,2518,Insecta,Ephemeroptera,Baetidae,11052022_T4_20025419_file14_frame564_box4_r.png,ID16
594,2519,Insecta,Ephemeroptera,Baetidae,11052022_T4_20025419_file14_frame565_box5_r.png,ID16
595,2520,Insecta,Ephemeroptera,Baetidae,11052022_T4_20025419_file14_frame566_box3_r.png,ID16
596,2521,Insecta,Ephemeroptera,Baetidae,11052022_T4_20025419_file14_frame567_box3_r.png,ID16
597,2522,Insecta,Ephemeroptera,Baetidae,11052022_T4_20025419_file14_frame568_box5_r.png,ID16
598,2523,Insecta,Ephemeroptera,Baetidae,11052022_T4_20025419_file14_frame569_box3_r.png,ID16
599,2524,Insecta,Ephemeroptera,Baetidae,11052022_T4_20025419_file14_frame570_box6_r.png,ID16
600,2525,Insecta,Ephemeroptera,Baetidae,11052022_T4_20025419_file14_frame571_box2_r.png,ID16
601,2526,Insecta,Ephemeroptera,Baetidae,11052022_T4_20025419_file14_frame572_box8_r.png,ID16
602,2527,Insecta,Ephemeroptera,Baetidae,11052022_T4_20025419_file14_frame573_box8_r.png,ID16
603,2528,Insecta,Ephemeroptera,Baetidae,11052022_T4_20025419_file18_frame466_box0_r.png,ID17
604,2529,Insecta,Ephemeroptera,Baetidae,11052022_T4_20025419_file18_frame467_box0_r.png,ID17
605,2530,Insecta,Ephemeroptera,Baetidae,11052022_T4_20025419_file18_frame468_box2_r.png,ID17
606,2531,Insecta,Ephemeroptera,Baetidae,11052022_T4_20025419_file18_frame469_box2_r.png,ID17
607,2532,Insecta,Ephemeroptera,Baetidae,11052022_T4_20025419_file18_frame470_box2_r.png,ID17
608,2533,Insecta,Ephemeroptera,Baetidae,11052022_T4_20025419_file18_frame472_box1_r.png,ID17
609,2534,Insecta,Ephemeroptera,Baetidae,11052022_T4_20025419_file18_frame473_box1_r.png,ID17
610,2535,Insecta,Ephemeroptera,Baetidae,11052022_T4_20025419_file18_frame474_box1_r.png,ID17
611,2536,Insecta,Ephemeroptera,Baetidae,11052022_T4_20025419_file18_frame475_box2_r.png,ID17
612,2537,Insecta,Ephemeroptera,Baetidae,11052022_T4_20025419_file18_frame476_box3_r.png,ID17
613,2538,Insecta,Ephemeroptera,Baetidae,11052022_T4_20025419_file18_frame477_box4_r.png,ID18
614,2539,Insecta,Ephemeroptera,Baetidae,11052022_T4_20025419_file18_frame478_box4_r.png,ID18
615,2540,Insecta,Ephemeroptera,Baetidae,11052022_T4_20025419_file18_frame479_box3_r.png,ID17
616,2541,Insecta,Ephemeroptera,Baetidae,11052022_T4_20025419_file18_frame479_box4_r.png,ID18
617,2542,Insecta,Ephemeroptera,Baetidae,11052022_T4_20025419_file18_frame480_box4_r.png,ID17
618,2543,Insecta,Ephemeroptera,Baetidae,11052022_T4_20025419_file18_frame480_box5_r.png,ID18
619,2544,Insecta,Ephemeroptera,Baetidae,11052022_T4_20025419_file18_frame481_box5_r.png,ID18
620,2545,Insecta,Ephemeroptera,Baetidae,11052022_T4_20025419_file18_frame481_box6_r.png,ID17
621,2546,Insecta,Ephemeroptera,Baetidae,11052022_T4_20025419_file18_frame482_box3_r.png,ID18
622,2547,Insecta,Ephemeroptera,Baetidae,11052022_T4_20025419_file18_frame482_box4_r.png,ID17
623,2548,Insecta,Ephemeroptera,Baetidae,11052022_T4_20025419_file18_frame483_box1_r.png,ID18
624,2549,Insecta,Ephemeroptera,Baetidae,11052022_T4_20025419_file18_frame484_box1_r.png,ID18
625,2550,Insecta,Ephemeroptera,Baetidae,11052022_T4_20025419_file18_frame485_box2_r.png,ID18
626,2551,Insecta,Ephemeroptera,Baetidae,11052022_T4_20025419_file18_frame486_box2_r.png,ID18
627,2552,Insecta,Ephemeroptera,Baetidae,11052022_T4_20025419_file18_frame487_box2_r.png,ID19
