id,annotation_id,class,order,family,image,ind_id,0,1,2,3,4
402,2327,Insecta,Ephemeroptera,Baetidae,11052022_T1_20025419_file25_frame578_box0_r.png,ID3,train,train,val,train,test
403,2328,Insecta,Ephemeroptera,Baetidae,11052022_T1_20025419_file25_frame579_box0_r.png,ID3,train,train,val,train,test
404,2329,Insecta,Ephemeroptera,Baetidae,11052022_T1_20025419_file25_frame580_box0_r.png,ID3,train,train,val,train,test
405,2330,Insecta,Ephemeroptera,Baetidae,11052022_T1_20025419_file25_frame581_box0_r.png,ID3,train,train,val,train,test
406,2331,Insecta,Ephemeroptera,Baetidae,11052022_T1_20025419_file25_frame582_box0_r.png,ID3,train,train,val,train,test
407,2332,Insecta,Ephemeroptera,Baetidae,11052022_T1_20025419_file25_frame583_box0_r.png,ID3,train,train,val,train,test
408,2333,Insecta,Ephemeroptera,Baetidae,11052022_T1_20025419_file25_frame584_box0_r.png,ID3,train,train,val,train,test
409,2334,Insecta,Ephemeroptera,Baetidae,11052022_T1_20025419_file25_frame585_box0_r.png,ID3,train,train,val,train,test
410,2335,Insecta,Ephemeroptera,Baetidae,11052022_T1_20025419_file25_frame586_box0_r.png,ID3,train,train,val,train,test
411,2336,Insecta,Ephemeroptera,Baetidae,11052022_T1_20025419_file25_frame587_box0_r.png,ID3,train,train,val,train,test
412,2337,Insecta,Ephemeroptera,Baetidae,11052022_T1_20025419_file25_frame588_box0_r.png,ID3,train,train,val,train,test
413,2338,Insecta,Ephemeroptera,Baetidae,11052022_T1_20025419_file25_frame590_box0_r.png,ID3,train,train,val,train,test
414,2339,Insecta,Ephemeroptera,Baetidae,11052022_T1_20025419_file25_frame591_box0_r.png,ID3,train,train,val,train,test
415,2340,Insecta,Ephemeroptera,Baetidae,11052022_T1_20025419_file25_frame592_box0_r.png,ID3,train,train,val,train,test
416,2341,Insecta,Ephemeroptera,Baetidae,11052022_T1_20025419_file25_frame593_box0_r.png,ID3,train,train,val,train,test
417,2342,Insecta,Ephemeroptera,Baetidae,11052022_T1_20025419_file25_frame594_box0_r.png,ID3,train,train,val,train,test
418,2343,Insecta,Ephemeroptera,Baetidae,11052022_T1_20025419_file25_frame595_box0_r.png,ID3,train,train,val,train,test
419,2344,Insecta,Ephemeroptera,Baetidae,11052022_T1_20025419_file25_frame596_box0_r.png,ID3,train,train,val,train,test
420,2345,Insecta,Ephemeroptera,Baetidae,11052022_T1_20025419_file29_frame961_box0_r.png,ID4,train,train,train,train,test
421,2346,Insecta,Ephemeroptera,Baetidae,11052022_T1_20025419_file29_frame962_box0_r.png,ID4,train,train,train,train,test
422,2347,Insecta,Ephemeroptera,Baetidae,11052022_T1_20025419_file29_frame963_box0_r.png,ID4,train,train,train,train,test
423,2348,Insecta,Ephemeroptera,Baetidae,11052022_T1_20025419_file29_frame964_box0_r.png,ID4,train,train,train,train,test
424,2349,Insecta,Ephemeroptera,Baetidae,11052022_T1_20025419_file29_frame965_box0_r.png,ID4,train,train,train,train,test
425,2350,Insecta,Ephemeroptera,Baetidae,11052022_T1_20025419_file29_frame966_box0_r.png,ID4,train,train,train,train,test
426,2351,Insecta,Ephemeroptera,Baetidae,11052022_T1_20025419_file29_frame967_box0_r.png,ID4,train,train,train,train,test
427,2352,Insecta,Ephemeroptera,Baetidae,11052022_T1_20025419_file29_frame968_box0_r.png,ID4,train,train,train,train,test
428,2353,Insecta,Ephemeroptera,Baetidae,11052022_T1_20025419_file29_frame969_box0_r.png,ID4,train,train,train,train,test
429,2354,Insecta,Ephemeroptera,Baetidae,11052022_T1_20025419_file29_frame970_box0_r.png,ID4,train,train,train,train,test
430,2355,Insecta,Ephemeroptera,Baetidae,11052022_T1_20025419_file29_frame971_box0_r.png,ID4,train,train,train,train,test
431,2356,Insecta,Ephemeroptera,Baetidae,11052022_T1_20025419_file29_frame972_box0_r.png,ID4,train,train,train,train,test
432,2357,Insecta,Ephemeroptera,Baetidae,11052022_T1_20025419_file29_frame973_box0_r.png,ID4,train,train,train,train,test
433,2358,Insecta,Ephemeroptera,Baetidae,11052022_T1_20025419_file29_frame974_box0_r.png,ID4,train,train,train,train,test
434,2359,Insecta,Ephemeroptera,Baetidae,11052022_T1_20025419_file29_frame975_box0_r.png,ID4,train,train,train,train,test
435,2360,Insecta,Ephemeroptera,Baetidae,11052022_T1_20025419_file29_frame976_box0_r.png,ID4,train,train,train,train,test
436,2361,Insecta,Ephemeroptera,Baetidae,11052022_T1_20025419_file29_frame977_box0_r.png,ID4,train,train,train,train,test
437,2362,Insecta,Ephemeroptera,Baetidae,11052022_T1_20025419_file29_frame979_box0_r.png,ID4,train,train,train,train,test
438,2363,Insecta,Ephemeroptera,Baetidae,11052022_T1_20025419_file29_frame980_box0_r.png,ID4,train,train,train,train,test
439,2364,Insecta,Ephemeroptera,Baetidae,11052022_T1_20025419_file29_frame981_box0_r.png,ID4,train,train,train,train,test
440,2365,Insecta,Ephemeroptera,Baetidae,11052022_T1_20025419_file29_frame982_box0_r.png,ID4,train,train,train,train,test
441,2366,Insecta,Ephemeroptera,Baetidae,11052022_T1_20025419_file29_frame983_box0_r.png,ID4,train,train,train,train,test
442,2367,Insecta,Ephemeroptera,Baetidae,11052022_T1_20025419_file29_frame984_box0_r.png,ID4,train,train,train,train,test
443,2368,Insecta,Ephemeroptera,Baetidae,11052022_T1_20025419_file29_frame985_box0_r.png,ID4,train,train,train,train,test
444,2369,Insecta,Ephemeroptera,Baetidae,11052022_T1_20025419_file29_frame986_box0_r.png,ID4,train,train,train,train,test
445,2370,Insecta,Ephemeroptera,Baetidae,11052022_T1_20025419_file29_frame987_box0_r.png,ID4,train,train,train,train,test
446,2371,Insecta,Ephemeroptera,Baetidae,11052022_T1_20025419_file29_frame988_box0_r.png,ID4,train,train,train,train,test
447,2372,Insecta,Ephemeroptera,Baetidae,11052022_T1_20025419_file29_frame989_box0_r.png,ID4,train,train,train,train,test
448,2373,Insecta,Ephemeroptera,Baetidae,11052022_T1_20025419_file29_frame990_box0_r.png,ID4,train,train,train,train,test
449,2374,Insecta,Ephemeroptera,Baetidae,11052022_T1_20025419_file29_frame991_box0_r.png,ID4,train,train,train,train,test
450,2375,Insecta,Ephemeroptera,Baetidae,11052022_T1_20025419_file29_frame992_box0_r.png,ID4,train,train,train,train,test
451,2376,Insecta,Ephemeroptera,Baetidae,11052022_T1_20025419_file29_frame993_box0_r.png,ID4,train,train,train,train,test
452,2377,Insecta,Ephemeroptera,Baetidae,11052022_T1_20025419_file29_frame994_box0_r.png,ID4,train,train,train,train,test
453,2378,Insecta,Ephemeroptera,Baetidae,11052022_T1_20025419_file29_frame995_box0_r.png,ID4,train,train,train,train,test
454,2379,Insecta,Ephemeroptera,Baetidae,11052022_T1_20025419_file29_frame996_box0_r.png,ID4,train,train,train,train,test
455,2380,Insecta,Ephemeroptera,Baetidae,11052022_T1_20025419_file29_frame997_box0_r.png,ID4,train,train,train,train,test
456,2381,Insecta,Ephemeroptera,Baetidae,11052022_T1_20025419_file29_frame998_box0_r.png,ID4,train,train,train,train,test
457,2382,Insecta,Ephemeroptera,Baetidae,11052022_T1_20025419_file44_frame265_box0_r.png,ID5,test,train,train,train,train
458,2383,Insecta,Ephemeroptera,Baetidae,11052022_T1_20025419_file44_frame266_box0_r.png,ID5,test,train,train,train,train
459,2384,Insecta,Ephemeroptera,Baetidae,11052022_T1_20025419_file44_frame267_box0_r.png,ID5,test,train,train,train,train
460,2385,Insecta,Ephemeroptera,Baetidae,11052022_T1_20025419_file44_frame268_box0_r.png,ID5,test,train,train,train,train
461,2386,Insecta,Ephemeroptera,Baetidae,11052022_T1_20025419_file44_frame269_box0_r.png,ID5,test,train,train,train,train
462,2387,Insecta,Ephemeroptera,Baetidae,11052022_T1_20025419_file44_frame270_box0_r.png,ID5,test,train,train,train,train
463,2388,Insecta,Ephemeroptera,Baetidae,11052022_T1_20025419_file44_frame271_box0_r.png,ID5,test,train,train,train,train
464,2389,Insecta,Ephemeroptera,Baetidae,11052022_T1_20025419_file44_frame272_box0_r.png,ID5,test,train,train,train,train
465,2390,Insecta,Ephemeroptera,Baetidae,11052022_T1_20025419_file44_frame273_box0_r.png,ID5,test,train,train,train,train
466,2391,Insecta,Ephemeroptera,Baetidae,11052022_T1_20025419_file44_frame274_box0_r.png,ID5,test,train,train,train,train
467,2392,Insecta,Ephemeroptera,Baetidae,11052022_T1_20025419_file53_frame928_box0_r.png,ID6,test,train,train,train,train
468,2393,Insecta,Ephemeroptera,Baetidae,11052022_T1_20025419_file53_frame929_box0_r.png,ID6,test,train,train,train,train
469,2394,Insecta,Ephemeroptera,Baetidae,11052022_T1_20025419_file53_frame930_box0_r.png,ID6,test,train,train,train,train
470,2395,Insecta,Ephemeroptera,Baetidae,11052022_T1_20025419_file53_frame931_box0_r.png,ID6,test,train,train,train,train
471,2396,Insecta,Ephemeroptera,Baetidae,11052022_T1_20025419_file53_frame932_box0_r.png,ID6,test,train,train,train,train
472,2397,Insecta,Ephemeroptera,Baetidae,11052022_T1_20025419_file53_frame933_box0_r.png,ID6,test,train,train,train,train
473,2398,Insecta,Ephemeroptera,Baetidae,11052022_T1_20025419_file53_frame934_box0_r.png,ID6,test,train,train,train,train
474,2399,Insecta,Ephemeroptera,Baetidae,11052022_T1_20025419_file53_frame935_box0_r.png,ID6,test,train,train,train,train
475,2400,Insecta,Ephemeroptera,Baetidae,11052022_T1_20025419_file53_frame936_box0_r.png,ID6,test,train,train,train,train
476,2401,Insecta,Ephemeroptera,Baetidae,11052022_T1_20025419_file54_frame628_box0_r.png,ID7,val,train,train,test,val
477,2402,Insecta,Ephemeroptera,Baetidae,11052022_T1_20025419_file54_frame629_box0_r.png,ID7,val,train,train,test,val
478,2403,Insecta,Ephemeroptera,Baetidae,11052022_T1_20025419_file54_frame630_box0_r.png,ID7,val,train,train,test,val
479,2404,Insecta,Ephemeroptera,Baetidae,11052022_T1_20025419_file54_frame631_box0_r.png,ID7,val,train,train,test,val
480,2405,Insecta,Ephemeroptera,Baetidae,11052022_T1_20025419_file54_frame632_box0_r.png,ID7,val,train,train,test,val
481,2406,Insecta,Ephemeroptera,Baetidae,11052022_T1_20025419_file54_frame633_box0_r.png,ID7,val,train,train,test,val
482,2407,Insecta,Ephemeroptera,Baetidae,11052022_T1_20025419_file54_frame634_box0_r.png,ID7,val,train,train,test,val
483,2408,Insecta,Ephemeroptera,Baetidae,11052022_T1_20025419_file54_frame635_box0_r.png,ID7,val,train,train,test,val
484,2409,Insecta,Ephemeroptera,Baetidae,11052022_T1_20025419_file54_frame636_box0_r.png,ID7,val,train,train,test,val
485,2410,Insecta,Ephemeroptera,Baetidae,11052022_T1_20025419_file54_frame637_box0_r.png,ID7,val,train,train,test,val
486,2411,Insecta,Ephemeroptera,Baetidae,11052022_T1_20025419_file54_frame638_box0_r.png,ID7,val,train,train,test,val
487,2412,Insecta,Ephemeroptera,Baetidae,11052022_T1_20025419_file58_frame419_box3_r.png,ID8,train,train,test,train,train
488,2413,Insecta,Ephemeroptera,Baetidae,11052022_T1_20025419_file58_frame420_box6_r.png,ID8,train,train,test,train,train
489,2414,Insecta,Ephemeroptera,Baetidae,11052022_T1_20025419_file58_frame421_box4_r.png,ID8,train,train,test,train,train
490,2415,Insecta,Ephemeroptera,Baetidae,11052022_T1_20025419_file58_frame422_box4_r.png,ID8,train,train,test,train,train
491,2416,Insecta,Ephemeroptera,Baetidae,11052022_T1_20025419_file58_frame423_box4_r.png,ID8,train,train,test,train,train
492,2417,Insecta,Ephemeroptera,Baetidae,11052022_T1_20025419_file58_frame424_box3_r.png,ID8,train,train,test,train,train
493,2418,Insecta,Ephemeroptera,Baetidae,11052022_T1_20025419_file58_frame425_box2_r.png,ID8,train,train,test,train,train
494,2419,Insecta,Ephemeroptera,Baetidae,11052022_T1_20025419_file58_frame426_box2_r.png,ID8,train,train,test,train,train
495,2420,Insecta,Ephemeroptera,Baetidae,11052022_T1_20025419_file58_frame427_box1_r.png,ID8,train,train,test,train,train
496,2421,Insecta,Ephemeroptera,Baetidae,11052022_T1_20025419_file58_frame428_box2_r.png,ID8,train,train,test,train,train
497,2422,Insecta,Ephemeroptera,Baetidae,11052022_T1_20025419_file58_frame429_box2_r.png,ID8,train,train,test,train,train
498,2423,Insecta,Ephemeroptera,Baetidae,11052022_T1_20025419_file58_frame430_box2_r.png,ID8,train,train,test,train,train
499,2424,Insecta,Ephemeroptera,Baetidae,11052022_T1_20025419_file58_frame431_box3_r.png,ID8,train,train,test,train,train
500,2425,Insecta,Ephemeroptera,Baetidae,11052022_T1_20025419_file58_frame432_box3_r.png,ID8,train,train,test,train,train
501,2426,Insecta,Ephemeroptera,Baetidae,11052022_T1_20025419_file58_frame433_box4_r.png,ID8,train,train,test,train,train
502,2427,Insecta,Ephemeroptera,Baetidae,11052022_T1_20025419_file60_frame577_box4_r.png,ID9,val,test,train,train,train
503,2428,Insecta,Ephemeroptera,Baetidae,11052022_T1_20025419_file60_frame578_box4_r.png,ID9,val,test,train,train,train
504,2429,Insecta,Ephemeroptera,Baetidae,11052022_T1_20025419_file60_frame579_box1_r.png,ID9,val,test,train,train,train
505,2430,Insecta,Ephemeroptera,Baetidae,11052022_T1_20025419_file60_frame580_box1_r.png,ID9,val,test,train,train,train
506,2431,Insecta,Ephemeroptera,Baetidae,11052022_T1_20025419_file60_frame581_box0_r.png,ID9,val,test,train,train,train
507,2432,Insecta,Ephemeroptera,Baetidae,11052022_T1_20025419_file60_frame582_box1_r.png,ID9,val,test,train,train,train
508,2433,Insecta,Ephemeroptera,Baetidae,11052022_T1_20025419_file60_frame583_box2_r.png,ID9,val,test,train,train,train
509,2434,Insecta,Ephemeroptera,Baetidae,11052022_T1_20025419_file60_frame584_box0_r.png,ID9,val,test,train,train,train
510,2435,Insecta,Ephemeroptera,Baetidae,11052022_T1_20025419_file60_frame585_box0_r.png,ID9,val,test,train,train,train
511,2436,Insecta,Ephemeroptera,Baetidae,11052022_T1_20025419_file60_frame585_box6_r.png,ID10,train,test,train,train,train
512,2437,Insecta,Ephemeroptera,Baetidae,11052022_T1_20025419_file60_frame586_box7_r.png,ID10,train,test,train,train,train
513,2438,Insecta,Ephemeroptera,Baetidae,11052022_T1_20025419_file60_frame587_box6_r.png,ID10,train,test,train,train,train
514,2439,Insecta,Ephemeroptera,Baetidae,11052022_T1_20025419_file60_frame588_box1_r.png,ID9,val,test,train,train,train
515,2440,Insecta,Ephemeroptera,Baetidae,11052022_T1_20025419_file60_frame588_box6_r.png,ID10,train,test,train,train,train
516,2441,Insecta,Ephemeroptera,Baetidae,11052022_T1_20025419_file60_frame589_box1_r.png,ID9,val,test,train,train,train
517,2442,Insecta,Ephemeroptera,Baetidae,11052022_T1_20025419_file60_frame589_box6_r.png,ID10,train,test,train,train,train
518,2443,Insecta,Ephemeroptera,Baetidae,11052022_T1_20025419_file60_frame590_box1_r.png,ID9,val,test,train,train,train
519,2444,Insecta,Ephemeroptera,Baetidae,11052022_T1_20025419_file68_frame121_box0_r.png,ID11,test,train,val,train,train
520,2445,Insecta,Ephemeroptera,Baetidae,11052022_T1_20025419_file68_frame122_box0_r.png,ID11,test,train,val,train,train
521,2446,Insecta,Ephemeroptera,Baetidae,11052022_T1_20025419_file68_frame123_box0_r.png,ID11,test,train,val,train,train
522,2447,Insecta,Ephemeroptera,Baetidae,11052022_T1_20025419_file68_frame124_box0_r.png,ID11,test,train,val,train,train
523,2448,Insecta,Ephemeroptera,Baetidae,11052022_T1_20025419_file68_frame125_box0_r.png,ID11,test,train,val,train,train
524,2449,Insecta,Ephemeroptera,Baetidae,11052022_T1_20025419_file68_frame126_box0_r.png,ID11,test,train,val,train,train
525,2450,Insecta,Ephemeroptera,Baetidae,11052022_T1_20025419_file68_frame127_box0_r.png,ID11,test,train,val,train,train
526,2451,Insecta,Ephemeroptera,Baetidae,11052022_T1_20025419_file68_frame128_box0_r.png,ID11,test,train,val,train,train
527,2452,Insecta,Ephemeroptera,Baetidae,11052022_T1_20025419_file68_frame129_box0_r.png,ID11,test,train,val,train,train
528,2453,Insecta,Ephemeroptera,Baetidae,11052022_T1_20025419_file68_frame130_box0_r.png,ID11,test,train,val,train,train
529,2454,Insecta,Ephemeroptera,Baetidae,11052022_T1_20025419_file68_frame131_box0_r.png,ID11,test,train,val,train,train
530,2455,Insecta,Ephemeroptera,Baetidae,11052022_T1_20025419_file68_frame132_box0_r.png,ID11,test,train,val,train,train
531,2456,Insecta,Ephemeroptera,Baetidae,11052022_T1_20025419_file68_frame133_box0_r.png,ID11,test,train,val,train,train
532,2457,Insecta,Ephemeroptera,Baetidae,11052022_T1_20025419_file68_frame134_box0_r.png,ID11,test,train,val,train,train
533,2458,Insecta,Ephemeroptera,Baetidae,11052022_T2_20025419_file03_frame765_box0_r.png,ID12,train,train,train,test,train
534,2459,Insecta,Ephemeroptera,Baetidae,11052022_T2_20025419_file03_frame766_box0_r.png,ID12,train,train,train,test,train
535,2460,Insecta,Ephemeroptera,Baetidae,11052022_T2_20025419_file03_frame767_box0_r.png,ID12,train,train,train,test,train
536,2461,Insecta,Ephemeroptera,Baetidae,11052022_T2_20025419_file03_frame768_box0_r.png,ID12,train,train,train,test,train
537,2462,Insecta,Ephemeroptera,Baetidae,11052022_T2_20025419_file03_frame769_box0_r.png,ID12,train,train,train,test,train
538,2463,Insecta,Ephemeroptera,Baetidae,11052022_T2_20025419_file03_frame770_box0_r.png,ID12,train,train,train,test,train
539,2464,Insecta,Ephemeroptera,Baetidae,11052022_T2_20025419_file03_frame771_box0_r.png,ID12,train,train,train,test,train
540,2465,Insecta,Ephemeroptera,Baetidae,11052022_T2_20025419_file03_frame776_box0_r.png,ID12,train,train,train,test,train
541,2466,Insecta,Ephemeroptera,Baetidae,11052022_T2_20025419_file03_frame777_box0_r.png,ID12,train,train,train,test,train
542,2467,Insecta,Ephemeroptera,Baetidae,11052022_T2_20025419_file19_frame354_box0_r.png,ID13,train,train,train,train,test
543,2468,Insecta,Ephemeroptera,Baetidae,11052022_T2_20025419_file19_frame355_box0_r.png,ID13,train,train,train,train,test
544,2469,Insecta,Ephemeroptera,Baetidae,11052022_T2_20025419_file19_frame356_box0_r.png,ID13,train,train,train,train,test
545,2470,Insecta,Ephemeroptera,Baetidae,11052022_T2_20025419_file19_frame357_box0_r.png,ID13,train,train,train,train,test
546,2471,Insecta,Ephemeroptera,Baetidae,11052022_T2_20025419_file19_frame358_box0_r.png,ID13,train,train,train,train,test
547,2472,Insecta,Ephemeroptera,Baetidae,11052022_T2_20025419_file19_frame359_box0_r.png,ID13,train,train,train,train,test
548,2473,Insecta,Ephemeroptera,Baetidae,11052022_T2_20025419_file19_frame360_box0_r.png,ID13,train,train,train,train,test
549,2474,Insecta,Ephemeroptera,Baetidae,11052022_T2_20025419_file19_frame361_box0_r.png,ID13,train,train,train,train,test
550,2475,Insecta,Ephemeroptera,Baetidae,11052022_T2_20025419_file19_frame362_box0_r.png,ID13,train,train,train,train,test
551,2476,Insecta,Ephemeroptera,Baetidae,11052022_T2_20025419_file19_frame363_box0_r.png,ID13,train,train,train,train,test
552,2477,Insecta,Ephemeroptera,Baetidae,11052022_T2_20025419_file19_frame364_box0_r.png,ID13,train,train,train,train,test
553,2478,Insecta,Ephemeroptera,Baetidae,11052022_T2_20025419_file19_frame365_box0_r.png,ID13,train,train,train,train,test
554,2479,Insecta,Ephemeroptera,Baetidae,11052022_T2_20025419_file19_frame366_box0_r.png,ID13,train,train,train,train,test
555,2480,Insecta,Ephemeroptera,Baetidae,11052022_T2_20025419_file19_frame367_box0_r.png,ID13,train,train,train,train,test
556,2481,Insecta,Ephemeroptera,Baetidae,11052022_T2_20025419_file19_frame368_box0_r.png,ID13,train,train,train,train,test
557,2482,Insecta,Ephemeroptera,Baetidae,11052022_T2_20025419_file19_frame369_box0_r.png,ID13,train,train,train,train,test
558,2483,Insecta,Ephemeroptera,Baetidae,11052022_T2_20025419_file19_frame978_box1_r.png,ID14,train,test,train,train,train
559,2484,Insecta,Ephemeroptera,Baetidae,11052022_T2_20025419_file19_frame979_box1_r.png,ID14,train,test,train,train,train
560,2485,Insecta,Ephemeroptera,Baetidae,11052022_T2_20025419_file19_frame980_box1_r.png,ID14,train,test,train,train,train
561,2486,Insecta,Ephemeroptera,Baetidae,11052022_T2_20025419_file19_frame981_box1_r.png,ID14,train,test,train,train,train
562,2487,Insecta,Ephemeroptera,Baetidae,11052022_T2_20025419_file19_frame988_box0_r.png,ID14,train,test,train,train,train
563,2488,Insecta,Ephemeroptera,Baetidae,11052022_T2_20025419_file19_frame989_box0_r.png,ID14,train,test,train,train,train
564,2489,Insecta,Ephemeroptera,Baetidae,11052022_T2_20025419_file19_frame990_box1_r.png,ID14,train,test,train,train,train
565,2490,Insecta,Ephemeroptera,Baetidae,11052022_T2_20025419_file19_frame991_box0_r.png,ID14,train,test,train,train,train
566,2491,Insecta,Ephemeroptera,Baetidae,11052022_T2_20025419_file19_frame992_box1_r.png,ID14,train,test,train,train,train
567,2492,Insecta,Ephemeroptera,Baetidae,11052022_T2_20025419_file19_frame993_box1_r.png,ID14,train,test,train,train,train
568,2493,Insecta,Ephemeroptera,Baetidae,11052022_T2_20025419_file19_frame994_box1_r.png,ID14,train,test,train,train,train
569,2494,Insecta,Ephemeroptera,Baetidae,11052022_T2_20025419_file19_frame995_box1_r.png,ID14,train,test,train,train,train
570,2495,Insecta,Ephemeroptera,Baetidae,11052022_T2_20025419_file19_frame996_box1_r.png,ID14,train,test,train,train,train
571,2496,Insecta,Ephemeroptera,Baetidae,11052022_T2_20025419_file19_frame998_box1_r.png,ID14,train,test,train,train,train
572,2497,Insecta,Ephemeroptera,Baetidae,11052022_T2_20025419_file19_frame999_box1_r.png,ID14,train,test,train,train,train
573,2498,Insecta,Ephemeroptera,Baetidae,11052022_T4_20025419_file14_frame448_box5_r.png,ID15,train,train,val,train,test
574,2499,Insecta,Ephemeroptera,Baetidae,11052022_T4_20025419_file14_frame449_box2_r.png,ID15,train,train,val,train,test
575,2500,Insecta,Ephemeroptera,Baetidae,11052022_T4_20025419_file14_frame450_box3_r.png,ID15,train,train,val,train,test
576,2501,Insecta,Ephemeroptera,Baetidae,11052022_T4_20025419_file14_frame451_box5_r.png,ID15,train,train,val,train,test
577,2502,Insecta,Ephemeroptera,Baetidae,11052022_T4_20025419_file14_frame452_box6_r.png,ID15,train,train,val,train,test
578,2503,Insecta,Ephemeroptera,Baetidae,11052022_T4_20025419_file14_frame453_box9_r.png,ID15,train,train,val,train,test
579,2504,Insecta,Ephemeroptera,Baetidae,11052022_T4_20025419_file14_frame454_box12_r.png,ID15,train,train,val,train,test
580,2505,Insecta,Ephemeroptera,Baetidae,11052022_T4_20025419_file14_frame455_box10_r.png,ID15,train,train,val,train,test
581,2506,Insecta,Ephemeroptera,Baetidae,11052022_T4_20025419_file14_frame456_box5_r.png,ID15,train,train,val,train,test
582,2507,Insecta,Ephemeroptera,Baetidae,11052022_T4_20025419_file14_frame457_box6_r.png,ID15,train,train,val,train,test
583,2508,Insecta,Ephemeroptera,Baetidae,11052022_T4_20025419_file14_frame459_box7_r.png,ID15,train,train,val,train,test
584,2509,Insecta,Ephemeroptera,Baetidae,11052022_T4_20025419_file14_frame460_box5_r.png,ID15,train,train,val,train,test
585,2510,Insecta,Ephemeroptera,Baetidae,11052022_T4_20025419_file14_frame556_box2_r.png,ID16,train,test,val,train,val
586,2511,Insecta,Ephemeroptera,Baetidae,11052022_T4_20025419_file14_frame557_box2_r.png,ID16,train,test,val,train,val
